Sr. No.,EmpID,Attendance Code,FName,Branch Code,Department Name,Division Name,Grade Code,Designation Name,Direct/Indirect,Roster,Attendance Date,In Time,Out Time,Total Hours,OT Hours,Late Hours,Application Status,Final Status,Attendance Type
3730,41993,41993,Melissa Williams,P001,Finance,Manufacturing,C4,DM,t,Weekend,03/03/2025,08:07 AM,02:45 PM,7.47,0.23,0.69,,Absent Half Day,Leave
3731,31546,31546,Benjamin Trevino,P005,HR,Manufacturing,C4,DM,t,Holiday,22/03/2025,11:31 AM,01:12 AM,6.25,1.05,0.49,,Leave,Leave
3732,43858,43858,Stephen Schaefer,P003,Production,Manufacturing,C4,DM,t,Weekend,05/03/2025,10:29 AM,09:15 AM,6.59,1.25,0.49,,Leave,Full Day
3733,35371,35371,Tina Mckinney,P002,Production,Warranty,C2,Executive,t,Working Day (G),09/03/2025,08:56 PM,09:25 AM,7.96,0.1,0.97,,Absent Half Day,Leave
3734,35394,35394,Alexander Martinez,P002,IT,Recruitment,C1,Supervisor,t,Weekend,09/03/2025,06:12 PM,03:45 PM,8.18,0.78,0.97,,Present,Leave
3735,41152,41152,Sean Fischer,P004,HR,Warranty,C5,DM,t,Holiday,18/03/2025,10:19 AM,08:23 PM,8.02,0.61,0.27,,Absent,Half Day
3736,40150,40150,Steven Jones,P003,HR,Accounting,C5,Supervisor,t,Working Day (G),14/03/2025,11:33 AM,01:26 PM,7.37,0.13,0.66,,Present,Half Day
3737,49275,49275,Allison Hughes,P001,Finance,Warranty,C5,Executive,t,Working Day (G),24/03/2025,02:10 AM,09:49 AM,6.86,0.74,0.49,,Absent,Leave
3738,33886,33886,Rebecca Weber,P003,Finance,Warranty,C3,Executive,t,Holiday,24/03/2025,10:53 AM,01:47 PM,6.64,0.17,0.19,,Absent Half Day,Full Day
3739,34217,34217,Michelle Moore,P003,HR,Manufacturing,C5,Executive,t,Working Day (G),20/03/2025,02:34 PM,02:05 AM,6.88,1.03,0.98,,Present,Leave
3740,36525,36525,Thomas Brewer,P004,IT,Accounting,C5,Executive,t,Weekend,06/03/2025,08:13 AM,10:15 PM,7.6,0.21,0.14,,Leave,Leave
3741,40129,40129,Douglas Jones,P001,HR,Recruitment,C2,Supervisor,t,Holiday,04/03/2025,10:49 PM,07:09 PM,6.58,1.6,0.01,,Absent,Half Day
3742,47348,47348,Darrell Gonzales,P001,IT,Warranty,C3,DM,t,Weekend,17/03/2025,01:37 AM,12:23 AM,6.39,0.49,0.88,,Absent Half Day,Half Day
3743,32308,32308,Johnny Durham,P003,Production,Manufacturing,C4,Supervisor,t,Holiday,12/03/2025,09:52 AM,05:19 PM,8.13,0.08,0.36,,Present,Leave
3744,37818,37818,Susan Lopez,P001,HR,Support,C1,Executive,t,Holiday,26/02/2025,07:53 PM,11:14 AM,7.55,1.83,0.54,,Present,Full Day
3745,37697,37697,Nicole Mckenzie,P003,Production,Warranty,C5,DM,t,Holiday,23/03/2025,05:29 PM,03:31 PM,6.67,1.24,0.68,,Absent,Full Day
3746,37173,37173,Patrick Williamson,P004,HR,Recruitment,C5,Engineer,t,Holiday,03/03/2025,04:48 AM,11:08 AM,8.03,1.69,0.58,,Absent,Half Day
3747,46978,46978,Beth Mayo,P005,HR,Manufacturing,C4,DM,t,Holiday,07/03/2025,07:04 AM,05:58 AM,6.76,1.32,0.27,,Leave,Leave
3748,38300,38300,Tom Fitzgerald,P002,Quality,Recruitment,C4,Engineer,t,Weekend,13/03/2025,03:04 PM,06:10 AM,6.18,1.92,0.36,,Absent,Half Day
3749,40063,40063,Raymond Hill,P003,IT,Accounting,C1,Supervisor,t,Holiday,08/03/2025,06:30 PM,09:09 AM,7.52,1.35,0.07,,Leave,Full Day
3750,43636,43636,Donna Rice,P001,IT,Recruitment,C3,Executive,t,Working Day (G),24/02/2025,10:50 AM,06:31 PM,8.93,1.92,0.69,,Leave,Full Day
3751,47555,47555,Jesse Fuller,P003,HR,Accounting,C2,Supervisor,t,Working Day (G),19/03/2025,09:17 PM,10:21 AM,7.67,1.6,0.64,,Absent,Half Day
3752,36152,36152,William Sawyer,P001,Production,Recruitment,C5,DM,t,Holiday,24/03/2025,02:41 PM,01:00 AM,7.03,1.69,0.08,,Absent,Half Day
3753,42679,42679,Jared Lewis,P003,HR,Support,C2,Manager,t,Weekend,20/03/2025,04:39 AM,03:11 AM,7.76,1.8,0.21,,Absent,Full Day
3754,49615,49615,Ashley King,P005,Production,Support,C5,Supervisor,t,Holiday,15/03/2025,03:59 AM,03:10 AM,6.73,1.17,0.38,,Present,Half Day
3755,35768,35768,Jessica Greene,P004,Finance,Recruitment,C3,Supervisor,t,Weekend,16/03/2025,03:20 PM,12:17 AM,6.22,0.32,0.32,,Absent Half Day,Full Day
3756,32239,32239,Stephen Stuart,P004,Quality,Manufacturing,C1,Supervisor,t,Working Day (G),05/03/2025,02:11 AM,07:22 PM,6.48,0.56,0.41,,Present,Leave
3757,47686,47686,Cameron Bowers,P001,Production,Accounting,C2,Engineer,t,Working Day (G),28/02/2025,12:52 PM,12:39 PM,8.64,0.52,0.49,,Absent Half Day,Half Day
3758,49475,49475,Roger Murray,P001,Quality,Warranty,C3,Manager,t,Holiday,17/03/2025,02:50 AM,04:57 PM,6.6,1.48,0.4,,Leave,Half Day
3759,42474,42474,Jacqueline Casey,P003,Quality,Recruitment,C4,Supervisor,t,Working Day (G),07/03/2025,08:26 AM,01:29 PM,7.2,1.46,0.8,,Absent Half Day,Half Day
3760,42735,42735,Deborah Green,P003,IT,Warranty,C2,Executive,t,Holiday,06/03/2025,07:07 AM,04:45 AM,6.06,1.69,0.6,,Leave,Full Day
3761,33700,33700,Andrea Morse,P002,Finance,Warranty,C2,DM,t,Working Day (G),21/03/2025,08:19 PM,05:16 AM,7.3,0.62,1.0,,Absent,Half Day
3762,47070,47070,Anthony Todd,P002,HR,Recruitment,C3,Manager,t,Working Day (G),26/02/2025,05:38 AM,11:22 PM,7.68,1.88,0.58,,Present,Full Day
3763,44051,44051,Christopher Shepard,P005,Finance,Warranty,C3,Engineer,t,Weekend,08/03/2025,06:03 PM,01:37 PM,7.23,0.04,0.0,,Absent Half Day,Full Day
3764,38204,38204,Ashley Lane,P005,Quality,Recruitment,C2,Supervisor,t,Weekend,24/02/2025,04:45 AM,09:05 PM,6.51,1.08,0.68,,Leave,Half Day
3765,46893,46893,Rodney Young,P003,Finance,Accounting,C3,Supervisor,t,Weekend,26/02/2025,02:37 AM,07:09 PM,7.65,1.25,0.15,,Absent Half Day,Leave
3766,39931,39931,Melissa Martinez,P001,Quality,Recruitment,C2,Executive,t,Weekend,01/03/2025,12:57 AM,06:35 AM,6.06,1.32,0.81,,Absent Half Day,Leave
3767,44895,44895,Kevin Gray,P003,Quality,Accounting,C2,Manager,t,Weekend,14/03/2025,09:11 PM,04:25 AM,6.92,1.97,0.83,,Absent Half Day,Full Day
3768,37412,37412,Travis Rivera,P005,Quality,Support,C1,Manager,t,Weekend,20/03/2025,05:36 AM,08:06 PM,8.54,0.4,0.05,,Absent Half Day,Leave
3769,30523,30523,Anna Marshall,P004,Production,Accounting,C3,Manager,t,Weekend,23/03/2025,01:40 PM,08:33 PM,7.06,1.53,0.55,,Absent Half Day,Half Day
3770,44675,44675,Beth Gonzalez,P002,IT,Manufacturing,C4,Executive,t,Holiday,27/02/2025,12:39 PM,05:05 AM,7.67,1.88,0.85,,Leave,Full Day
3771,38249,38249,Kendra Carrillo,P005,IT,Recruitment,C1,Supervisor,t,Weekend,13/03/2025,04:43 PM,09:41 AM,7.95,1.4,0.3,,Leave,Half Day
3772,41934,41934,Brian Park,P005,Production,Warranty,C2,Engineer,t,Weekend,03/03/2025,01:42 PM,06:11 PM,7.2,1.56,0.1,,Leave,Leave
3773,45043,45043,Danielle King,P001,IT,Accounting,C1,DM,t,Working Day (G),25/02/2025,08:08 PM,10:42 AM,7.11,0.27,0.3,,Leave,Half Day
3774,43812,43812,Vincent Blair,P003,Production,Manufacturing,C3,Supervisor,t,Working Day (G),10/03/2025,01:32 AM,08:32 AM,6.08,0.9,0.72,,Absent,Full Day
3775,49263,49263,Eileen Hart,P002,Quality,Recruitment,C2,Manager,t,Holiday,16/03/2025,04:59 PM,05:35 PM,8.06,0.36,0.06,,Leave,Leave
3776,37566,37566,Kristi Kidd,P004,Quality,Accounting,C3,Manager,t,Holiday,18/03/2025,03:11 PM,09:17 AM,7.53,0.72,0.71,,Absent,Leave
3777,45066,45066,Robert Tucker,P003,Production,Recruitment,C5,Engineer,t,Holiday,25/03/2025,06:05 AM,07:16 AM,8.99,0.7,0.96,,Leave,Half Day
3778,48511,48511,Robert Gordon,P002,HR,Support,C1,Manager,t,Working Day (G),27/02/2025,04:11 AM,01:37 AM,7.19,1.17,0.1,,Absent Half Day,Leave
3779,40684,40684,Katie Gutierrez,P001,HR,Manufacturing,C4,Executive,t,Working Day (G),11/03/2025,01:29 PM,05:52 PM,6.74,0.44,0.63,,Leave,Leave
3780,39851,39851,John Gregory,P004,Production,Warranty,C1,Executive,t,Weekend,04/03/2025,06:44 PM,09:16 PM,6.83,0.58,0.34,,Leave,Half Day
3781,39333,39333,Michael Graham,P003,Quality,Warranty,C1,DM,t,Working Day (G),24/03/2025,02:03 PM,06:46 PM,8.7,0.32,0.27,,Absent Half Day,Full Day
3782,36416,36416,Sarah Burton,P005,Quality,Recruitment,C3,Manager,t,Holiday,25/03/2025,10:55 PM,07:52 AM,8.03,0.95,0.58,,Leave,Leave
3783,43079,43079,Melissa Barrett,P001,HR,Manufacturing,C4,Engineer,t,Holiday,27/02/2025,02:23 AM,08:32 PM,7.81,1.36,0.28,,Leave,Half Day
3784,36175,36175,Jamie Bell,P002,Production,Manufacturing,C2,Executive,t,Working Day (G),03/03/2025,01:33 AM,10:51 PM,8.34,1.72,0.95,,Absent,Half Day
3785,36816,36816,Lisa Santos,P003,Finance,Recruitment,C3,Manager,t,Working Day (G),25/03/2025,09:33 AM,11:48 PM,6.88,0.12,0.01,,Present,Full Day
3786,49465,49465,Kevin Martinez,P004,IT,Accounting,C1,Executive,t,Working Day (G),25/03/2025,06:14 PM,07:05 PM,8.6,0.69,0.86,,Present,Half Day
3787,30554,30554,Henry Coleman,P004,IT,Manufacturing,C3,Manager,t,Holiday,23/03/2025,05:00 AM,02:09 PM,7.44,1.65,0.97,,Present,Half Day
3788,42763,42763,Brandon Myers,P004,IT,Warranty,C5,Engineer,t,Working Day (G),09/03/2025,03:00 AM,04:09 AM,8.5,0.53,0.56,,Absent Half Day,Leave
3789,47839,47839,Sarah Johnson,P005,Production,Recruitment,C1,Executive,t,Weekend,11/03/2025,01:54 AM,12:25 AM,7.62,1.25,0.53,,Present,Half Day
3790,41004,41004,Jose Villegas,P001,HR,Accounting,C3,Engineer,t,Holiday,21/03/2025,05:23 AM,06:42 AM,8.0,1.1,0.76,,Absent,Half Day
3791,48101,48101,Dennis Hurst,P003,IT,Recruitment,C1,Supervisor,t,Working Day (G),28/02/2025,06:30 AM,07:34 PM,7.64,0.16,0.7,,Present,Leave
3792,36480,36480,Christopher Martinez,P003,IT,Warranty,C1,Executive,t,Working Day (G),06/03/2025,04:35 PM,04:09 PM,7.57,1.14,0.09,,Present,Half Day
3793,48249,48249,Hunter Joseph,P005,Production,Warranty,C4,Manager,t,Holiday,24/03/2025,10:34 PM,02:00 AM,7.15,0.83,0.02,,Absent Half Day,Full Day
3794,48021,48021,Melissa Sanchez,P002,HR,Accounting,C1,Manager,t,Working Day (G),23/03/2025,06:15 AM,09:33 AM,8.69,0.14,0.23,,Absent,Leave
3795,44346,44346,Timothy Gordon,P002,IT,Recruitment,C1,Manager,t,Weekend,23/03/2025,04:47 AM,04:16 AM,7.48,1.89,0.14,,Absent,Half Day
3796,48500,48500,Victor Tran,P002,IT,Recruitment,C3,Manager,t,Holiday,24/03/2025,08:44 PM,09:30 PM,8.31,0.34,0.45,,Present,Half Day
3797,48038,48038,Darryl King,P001,HR,Warranty,C2,Manager,t,Working Day (G),27/02/2025,01:22 AM,06:46 PM,8.01,0.59,0.57,,Present,Full Day
3798,39708,39708,Kenneth Shepard,P001,Finance,Warranty,C5,Executive,t,Holiday,02/03/2025,09:04 AM,01:59 PM,8.42,0.71,0.23,,Present,Half Day
3799,32815,32815,Courtney Burch,P002,Quality,Recruitment,C2,Supervisor,t,Holiday,16/03/2025,07:07 AM,03:27 AM,7.42,0.18,0.71,,Leave,Leave
3800,42435,42435,Theresa Perez,P004,Production,Manufacturing,C3,DM,t,Weekend,17/03/2025,06:30 AM,04:09 PM,6.61,1.64,0.07,,Leave,Full Day
3801,47939,47939,Joshua Smith,P003,Production,Recruitment,C3,Supervisor,t,Working Day (G),17/03/2025,08:08 PM,04:28 AM,6.55,0.32,0.8,,Absent,Leave
3802,47447,47447,William Thompson,P004,Quality,Accounting,C5,Executive,t,Weekend,17/03/2025,05:29 AM,09:27 AM,6.62,1.97,0.85,,Absent Half Day,Half Day
3803,44859,44859,Stanley Rice,P003,Finance,Accounting,C3,Supervisor,t,Weekend,27/02/2025,03:39 PM,08:37 AM,6.76,0.69,0.01,,Leave,Leave
3804,35340,35340,Michael Stewart,P004,Finance,Support,C3,Executive,t,Weekend,03/03/2025,10:08 PM,10:48 AM,6.03,1.99,0.81,,Absent,Full Day
3805,43244,43244,Felicia Anderson,P001,Production,Warranty,C3,Engineer,t,Holiday,26/02/2025,10:03 PM,06:04 PM,8.51,0.77,0.18,,Absent Half Day,Full Day
3806,43189,43189,Deborah Palmer,P002,Quality,Recruitment,C1,Supervisor,t,Holiday,03/03/2025,09:27 AM,07:19 PM,7.34,0.29,0.1,,Leave,Full Day
3807,36912,36912,Margaret Maddox,P002,Production,Manufacturing,C1,Manager,t,Holiday,23/03/2025,04:29 AM,06:19 PM,8.75,1.35,0.21,,Absent,Half Day
3808,33649,33649,Rebecca Young,P004,HR,Accounting,C2,Manager,t,Working Day (G),03/03/2025,12:49 PM,03:59 PM,7.0,0.35,0.17,,Present,Half Day
3809,30614,30614,Jay Wallace,P003,HR,Manufacturing,C3,Manager,t,Holiday,08/03/2025,07:38 AM,09:13 AM,8.52,0.5,0.62,,Absent Half Day,Half Day
3810,37321,37321,Sara Alvarez,P005,HR,Recruitment,C3,Supervisor,t,Holiday,01/03/2025,12:21 PM,12:58 AM,8.58,0.13,0.78,,Absent Half Day,Half Day
3811,42145,42145,Brittany Boyle,P001,Finance,Warranty,C3,Manager,t,Holiday,07/03/2025,05:09 PM,10:26 AM,8.26,1.94,0.26,,Absent,Leave
3812,39146,39146,John Kelly,P003,Quality,Accounting,C1,Supervisor,t,Holiday,19/03/2025,11:15 PM,12:53 AM,6.17,0.81,0.67,,Absent Half Day,Leave
3813,44916,44916,Robert Lawson,P002,IT,Accounting,C5,Executive,t,Working Day (G),17/03/2025,01:42 AM,11:05 AM,6.33,1.1,0.08,,Absent Half Day,Half Day
3814,44335,44335,Darlene Mills,P003,Quality,Support,C2,Manager,t,Working Day (G),01/03/2025,10:05 AM,10:55 AM,6.96,0.24,0.49,,Absent Half Day,Half Day
3815,48352,48352,Joseph Jones,P003,Production,Manufacturing,C5,Manager,t,Holiday,27/02/2025,03:51 AM,04:32 AM,6.96,1.3,0.13,,Leave,Full Day
3816,36662,36662,Emily Weaver,P001,Production,Manufacturing,C3,Executive,t,Holiday,24/02/2025,11:09 AM,08:47 AM,6.0,0.86,0.76,,Present,Full Day
3817,48961,48961,Gregory Lambert,P003,Production,Recruitment,C1,DM,t,Weekend,02/03/2025,10:27 PM,08:59 AM,7.79,0.09,0.86,,Leave,Half Day
3818,35627,35627,Steven Rhodes,P003,Production,Recruitment,C2,Engineer,t,Holiday,25/03/2025,03:43 AM,01:41 PM,6.49,0.0,0.32,,Absent,Full Day
3819,43642,43642,Amber Long,P004,IT,Manufacturing,C4,Manager,t,Weekend,05/03/2025,06:15 AM,10:40 PM,6.02,1.17,0.72,,Absent,Half Day
3820,31611,31611,James Jones,P001,Quality,Support,C1,Engineer,t,Holiday,13/03/2025,04:26 PM,07:33 PM,8.55,1.39,0.19,,Leave,Half Day
3821,32452,32452,Matthew Giles,P003,Production,Support,C4,Supervisor,t,Weekend,01/03/2025,05:46 AM,10:08 AM,8.6,0.72,0.17,,Absent Half Day,Full Day
3822,43404,43404,Tony Garcia,P002,HR,Manufacturing,C5,DM,t,Weekend,16/03/2025,01:16 PM,08:46 PM,7.17,0.85,0.61,,Leave,Half Day
3823,36894,36894,Sandra Howard,P004,Quality,Warranty,C2,DM,t,Weekend,25/02/2025,10:29 PM,02:31 PM,6.31,1.59,0.42,,Leave,Half Day
3824,41303,41303,Elizabeth Harding,P003,Quality,Support,C1,Engineer,t,Holiday,14/03/2025,07:53 PM,06:11 PM,6.72,1.12,0.24,,Present,Full Day
3825,40760,40760,Phillip Kelley,P001,Quality,Warranty,C2,DM,t,Working Day (G),13/03/2025,08:21 AM,08:34 PM,8.65,1.16,0.21,,Absent Half Day,Half Day
3826,30264,30264,Annette Thompson,P005,HR,Manufacturing,C5,DM,t,Working Day (G),22/03/2025,08:06 PM,06:08 AM,8.58,1.18,0.34,,Present,Half Day
3827,44373,44373,Joe Garcia,P003,Production,Support,C2,Manager,t,Holiday,17/03/2025,01:30 PM,07:51 PM,7.52,1.01,0.73,,Absent,Half Day
3828,31835,31835,Jared Hudson,P002,Quality,Manufacturing,C1,Engineer,t,Holiday,10/03/2025,06:50 PM,07:07 AM,6.58,1.38,0.71,,Absent,Full Day
3829,43731,43731,Jeffrey Brown,P001,Production,Support,C2,Executive,t,Working Day (G),14/03/2025,06:37 PM,08:12 AM,6.02,0.53,0.7,,Leave,Full Day
3830,30538,30538,Cheryl Brooks,P002,Quality,Warranty,C3,Executive,t,Holiday,15/03/2025,05:54 PM,09:48 AM,8.93,0.4,0.84,,Absent,Full Day
3831,49894,49894,Cheryl Hill,P001,HR,Accounting,C5,DM,t,Holiday,21/03/2025,10:02 PM,06:17 PM,6.77,1.6,0.67,,Present,Full Day
3832,30742,30742,Desiree Morgan,P001,Finance,Warranty,C1,Executive,t,Working Day (G),08/03/2025,10:18 PM,11:23 AM,7.5,1.99,0.79,,Absent Half Day,Half Day
3833,41031,41031,Paula Garcia,P004,Quality,Warranty,C5,DM,t,Holiday,13/03/2025,02:39 PM,10:53 PM,6.68,0.32,0.17,,Absent Half Day,Leave
3834,39498,39498,Troy Hendricks,P003,IT,Accounting,C4,Manager,t,Working Day (G),01/03/2025,10:26 PM,10:31 AM,6.57,0.93,0.22,,Present,Leave
3835,48798,48798,Joseph Dean,P005,Quality,Warranty,C4,DM,t,Weekend,10/03/2025,05:05 PM,07:45 AM,8.67,0.96,0.46,,Present,Leave
3836,41381,41381,Erin Evans,P001,Quality,Support,C5,Manager,t,Weekend,22/03/2025,03:02 AM,07:18 AM,6.76,1.75,0.88,,Absent Half Day,Half Day
3837,47592,47592,Brandon Hall,P003,Finance,Support,C4,DM,t,Working Day (G),16/03/2025,04:02 PM,03:19 AM,7.24,1.68,0.57,,Absent,Leave
3838,31395,31395,Thomas King,P005,HR,Recruitment,C2,Manager,t,Holiday,26/02/2025,09:05 PM,06:54 PM,7.09,1.32,0.48,,Absent Half Day,Half Day
3839,48835,48835,Shawn Mccarthy,P002,HR,Support,C3,Executive,t,Weekend,07/03/2025,11:00 PM,07:11 PM,7.37,1.05,0.97,,Present,Full Day
3840,40628,40628,Richard Schwartz,P004,Production,Accounting,C5,Supervisor,t,Holiday,02/03/2025,03:31 PM,08:51 AM,6.16,1.91,0.96,,Absent,Half Day
3841,32365,32365,Jessica Young,P005,Finance,Accounting,C3,Supervisor,t,Working Day (G),18/03/2025,06:13 PM,02:40 AM,8.45,0.84,0.59,,Leave,Full Day
3842,39954,39954,Julie Carter,P005,IT,Accounting,C2,Executive,t,Holiday,26/02/2025,11:38 PM,08:57 PM,8.37,0.3,0.74,,Present,Half Day
3843,42669,42669,Susan Carrillo,P003,Finance,Manufacturing,C5,Executive,t,Holiday,02/03/2025,11:47 AM,04:04 PM,7.71,0.47,0.56,,Present,Half Day
3844,48985,48985,Jeffrey Mendoza,P001,IT,Warranty,C4,Engineer,t,Holiday,14/03/2025,10:36 PM,09:32 PM,6.68,0.24,0.78,,Absent,Leave
3845,48394,48394,Samantha Jennings,P005,HR,Recruitment,C3,Supervisor,t,Working Day (G),13/03/2025,08:11 PM,11:23 PM,8.87,0.44,0.38,,Absent,Half Day
3846,43726,43726,Tony Mercado,P003,Quality,Support,C4,DM,t,Holiday,27/02/2025,08:28 AM,12:27 AM,8.84,1.78,0.82,,Absent,Leave
3847,49354,49354,Julia Wilson,P002,IT,Recruitment,C2,Manager,t,Weekend,13/03/2025,07:26 AM,05:39 AM,7.67,0.94,0.58,,Leave,Half Day
3848,35454,35454,Latoya Berry,P003,Production,Support,C4,Engineer,t,Holiday,22/03/2025,04:18 PM,09:52 AM,7.33,1.07,0.9,,Absent,Full Day
3849,30185,30185,Austin Bailey,P001,Finance,Manufacturing,C2,Engineer,t,Holiday,20/03/2025,04:48 PM,08:45 PM,7.38,0.14,0.03,,Leave,Half Day
3850,34855,34855,Amber Knight,P002,Quality,Support,C1,Engineer,t,Holiday,23/03/2025,02:14 AM,02:18 AM,7.6,0.71,0.27,,Leave,Full Day
3851,40377,40377,Paul Alexander,P003,Quality,Recruitment,C4,Supervisor,t,Weekend,17/03/2025,10:36 AM,09:20 PM,6.13,1.96,0.75,,Present,Half Day
3852,48165,48165,Nathan Mahoney,P004,Production,Accounting,C4,Engineer,t,Working Day (G),02/03/2025,07:53 AM,10:34 PM,8.27,0.74,0.4,,Absent,Leave
3853,36827,36827,Jacob Reid,P002,Quality,Accounting,C2,DM,t,Holiday,27/02/2025,07:29 PM,01:44 AM,8.03,1.17,0.94,,Absent Half Day,Full Day
3854,34460,34460,Nathaniel King,P001,Finance,Recruitment,C1,Executive,t,Working Day (G),24/02/2025,11:03 AM,11:32 AM,8.75,1.61,0.62,,Absent,Leave
3855,37766,37766,Stacey Willis,P004,Production,Warranty,C2,Engineer,t,Weekend,15/03/2025,08:47 AM,05:24 AM,7.88,1.5,0.96,,Absent,Leave
3856,45151,45151,Deborah Patel,P003,Finance,Warranty,C3,DM,t,Working Day (G),27/02/2025,04:18 PM,06:14 PM,8.2,1.94,0.01,,Absent,Half Day
3857,44569,44569,Brad Fowler,P005,IT,Warranty,C2,Engineer,t,Holiday,17/03/2025,03:58 AM,11:53 PM,6.36,1.22,0.65,,Leave,Leave
3858,36981,36981,Elizabeth Bush,P005,HR,Manufacturing,C3,Manager,t,Working Day (G),11/03/2025,11:26 AM,04:07 PM,6.58,1.43,0.77,,Absent,Full Day
3859,49194,49194,Amy Howell,P003,IT,Accounting,C5,Executive,t,Working Day (G),25/02/2025,04:25 PM,08:44 AM,6.08,1.46,0.48,,Absent Half Day,Leave
3860,30941,30941,Stephanie Bennett,P005,Quality,Warranty,C2,Engineer,t,Holiday,23/03/2025,12:37 AM,04:30 AM,6.44,0.8,0.61,,Absent,Leave
3861,32987,32987,Kayla Harris,P001,Finance,Accounting,C1,Engineer,t,Holiday,08/03/2025,01:38 AM,01:53 PM,6.57,1.23,0.76,,Leave,Leave
3862,38250,38250,Angela Johnson,P002,IT,Support,C5,Manager,t,Working Day (G),03/03/2025,07:48 AM,12:03 PM,7.35,1.84,0.8,,Present,Full Day
3863,35133,35133,Janice Wagner,P002,HR,Warranty,C4,Supervisor,t,Weekend,21/03/2025,03:41 AM,07:46 AM,6.35,0.66,0.38,,Present,Full Day
3864,33501,33501,Kerry Cisneros,P005,HR,Manufacturing,C5,DM,t,Weekend,09/03/2025,12:23 PM,03:23 PM,8.85,1.76,0.42,,Present,Half Day
3865,47072,47072,Ashley Webster,P005,Production,Warranty,C3,Manager,t,Working Day (G),27/02/2025,07:16 PM,09:28 AM,8.98,0.74,0.85,,Present,Leave
3866,40808,40808,Joseph James,P001,HR,Support,C2,Supervisor,t,Working Day (G),09/03/2025,06:25 AM,02:21 PM,7.97,1.24,0.32,,Absent Half Day,Leave
3867,46810,46810,Mark Torres,P001,Finance,Accounting,C5,DM,t,Holiday,21/03/2025,10:08 AM,11:46 AM,6.5,1.12,0.5,,Leave,Half Day
3868,47334,47334,Rachel Cross,P002,HR,Warranty,C4,Executive,t,Working Day (G),05/03/2025,02:31 PM,04:38 AM,6.9,1.53,0.39,,Absent,Half Day
3869,36447,36447,Nichole Vance,P005,IT,Recruitment,C5,DM,t,Holiday,05/03/2025,07:33 PM,06:44 PM,7.51,0.22,0.28,,Absent Half Day,Half Day
3870,49263,49263,Katelyn Cunningham,P004,Production,Support,C5,Supervisor,t,Holiday,04/03/2025,10:04 PM,04:17 PM,8.12,0.15,0.97,,Absent,Leave
3871,47439,47439,Allison Smith,P004,Production,Warranty,C1,Manager,t,Holiday,24/03/2025,05:18 PM,12:44 PM,7.47,1.61,0.92,,Absent,Leave
3872,35172,35172,Renee Gray,P001,HR,Recruitment,C1,Executive,t,Holiday,25/02/2025,11:14 AM,04:36 PM,6.39,0.54,0.95,,Absent,Full Day
3873,38527,38527,Gregory Bates,P001,Quality,Recruitment,C1,DM,t,Weekend,16/03/2025,10:19 AM,09:26 AM,6.06,0.32,0.75,,Absent,Half Day
3874,32856,32856,Robert Clark,P004,Finance,Warranty,C1,Manager,t,Holiday,01/03/2025,10:28 PM,01:44 PM,6.73,1.72,0.3,,Leave,Half Day
3875,49624,49624,Peter Santiago,P003,IT,Recruitment,C3,Engineer,t,Weekend,13/03/2025,02:30 PM,09:49 PM,6.22,1.22,0.91,,Leave,Half Day
3876,40541,40541,Steven Bass,P004,Production,Warranty,C2,Supervisor,t,Working Day (G),17/03/2025,01:18 PM,01:55 AM,7.32,1.08,0.64,,Present,Full Day
3877,35996,35996,Brian Reynolds,P003,Quality,Manufacturing,C1,Manager,t,Holiday,10/03/2025,06:48 PM,07:19 AM,8.86,1.39,0.85,,Present,Leave
3878,36047,36047,Christine Watson,P005,HR,Manufacturing,C2,Supervisor,t,Holiday,16/03/2025,12:00 PM,06:39 PM,7.61,0.64,0.68,,Present,Leave
3879,39089,39089,Elizabeth Bass,P004,Production,Recruitment,C4,Manager,t,Working Day (G),24/02/2025,04:13 AM,11:44 AM,7.64,0.01,0.67,,Leave,Full Day
3880,33572,33572,Katherine Sherman,P004,HR,Manufacturing,C3,Supervisor,t,Working Day (G),14/03/2025,12:31 AM,04:33 PM,6.27,1.25,0.68,,Absent Half Day,Half Day
3881,31635,31635,Luis Chavez,P001,Production,Warranty,C4,DM,t,Working Day (G),21/03/2025,02:40 AM,10:26 PM,8.11,1.0,0.77,,Present,Leave
3882,44422,44422,Mary Cruz,P002,Production,Warranty,C3,Manager,t,Weekend,10/03/2025,07:27 AM,01:30 PM,7.4,0.55,0.76,,Leave,Full Day
3883,40931,40931,Tracey Carpenter,P004,Quality,Manufacturing,C5,Executive,t,Weekend,28/02/2025,12:42 AM,12:50 PM,6.95,1.18,0.55,,Present,Leave
3884,46550,46550,Sheila Carter,P002,Quality,Warranty,C4,Manager,t,Holiday,02/03/2025,01:56 PM,11:30 PM,8.34,0.81,0.65,,Present,Full Day
3885,43323,43323,Jennifer Nielsen,P004,Finance,Manufacturing,C3,Engineer,t,Working Day (G),16/03/2025,06:02 AM,04:07 PM,6.83,0.22,0.14,,Present,Leave
3886,39003,39003,Brandon Hill,P004,Quality,Accounting,C1,Engineer,t,Working Day (G),25/03/2025,03:49 AM,10:30 AM,7.11,0.73,0.12,,Absent Half Day,Leave
3887,30624,30624,Thomas Jimenez,P002,HR,Manufacturing,C4,Manager,t,Holiday,05/03/2025,09:44 AM,08:17 AM,7.68,0.31,0.43,,Absent,Half Day
